Owner,Team,League,Recipient,Amount,Election Year,Party,Female
Thomas L. Williams,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,1500,2018,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,1500,2018,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,1500,2020,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,FRIENDS OF DAVE JOYCE,1000,2016,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,1000,2016,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,RENACCI FOR OHIO VICTORY FUND,500,2018,Republican,0
Thomas L. Williams,Cincinnati Reds,MLB,WESTERN AND SOUTHERN LIFE INSURANCE CO POLITICAL ACTION COMMITTEE (WESTERN-SOUTHERN PAC),500,2020,"Bipartisan, but mostly Republican",0
Thomas L. Williams,Cincinnati Reds,MLB,TEAM JOSH,400,2018,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,NRCC,33900,2018,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,DCCC,33900,2018,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,BIG SKY VALUES PAC,25000,2018,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,PROBLEM SOLVER REPUBLICANS,25000,2020,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,PROBLEM SOLVER DEMOCRATS,25000,2020,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,SERVICE FIRST WOMEN'S VICTORY FUND,19600,2020,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,MIKE GALLAGHER FOR WISCONSIN,5600,2020,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,BULLOCK FOR PRESIDENT,5600,2020,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,"JEB 2016, INC",5400,2016,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,WYDEN FOR SENATE,5400,2016,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,MORE CONSERVATIVES PAC (MCPAC),5000,2016,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,INNOVATION POLITICAL ACTION COMMITTEE,2800,2020,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,MAX ROSE FOR CONGRESS,2800,2020,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,BENNET FOR COLORADO,2700,2016,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,CATHERINE CORTEZ MASTO FOR SENATE,2700,2016,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,EVAN BAYH COMMITTEE,2700,2016,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,KATIE MCGINTY FOR SENATE,2700,2016,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,TAMMY FOR ILLINOIS,2700,2016,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,GEORGE HOLDING FOR CONGRESS INC.,2700,2018,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,KEVIN MCCARTHY FOR CONGRESS,2700,2018,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,KINZINGER FOR CONGRESS,2700,2018,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,MCHENRY FOR CONGRESS,2700,2018,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,MIKE GALLAGHER FOR WISCONSIN,2700,2018,Republican,0
Todd Boehly,Los Angeles Dodgers,MLB,CROWLEY FOR CONGRESS,2700,2018,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,JOE KENNEDY FOR CONGRESS,2700,2018,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,ROSEN FOR NEVADA,2700,2018,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,SERVE AMERICA PAC,2700,2018,Democrat,0
Todd Boehly,Los Angeles Dodgers,MLB,SINEMA FOR ARIZONA,2700,2018,Democrat,0
Todd Ricketts,Chicago Cubs,MLB,TRUMP VICTORY,50000,2020,Republican,0
Todd Ricketts,Chicago Cubs,MLB,ILLINOIS REPUBLICAN PARTY,10050,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,REPUBLICAN PARTY OF WISCONSIN,10000,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,BURGESS FOR UTAH,5600,2020,Republican,0
Todd Ricketts,Chicago Cubs,MLB,MIKE GALLAGHER FOR WISCONSIN,5600,2020,Republican,0
Todd Ricketts,Chicago Cubs,MLB,WINRED,5600,2020,Republican,0
Todd Ricketts,Chicago Cubs,MLB,DOLD FOR CONGRESS,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,ELISE FOR CONGRESS,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,FRIENDS OF KELLY AYOTTE INC,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,JOAN MCCARTHY LASONDE FOR CONGRESS,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,KIRK VICTORY 2016,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,LIZ CHENEY FOR WYOMING,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,MIKE GALLAGHER FOR WISCONSIN,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,SCOTT WALKER INC.,5400,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,CATHY MCMORRIS RODGERS FOR CONGRESS,5400,2018,Republican,0
Todd Ricketts,Chicago Cubs,MLB,MIKE GALLAGHER FOR WISCONSIN,5400,2018,Republican,0
Todd Ricketts,Chicago Cubs,MLB,FRIENDS OF JOE HECK,2700,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,ROSKAM FOR CONGRESS COMMITTEE,2700,2016,Republican,0
Todd Ricketts,Chicago Cubs,MLB,DUFFY FOR WISCONSIN,2700,2018,Republican,0
Todd Ricketts,Chicago Cubs,MLB,GREG FOR MONTANA,2700,2018,Republican,0
Todd Ricketts,Chicago Cubs,MLB,HANDEL FOR CONGRESS,2700,2018,Republican,0
Todd Ricketts,Chicago Cubs,MLB,ROSKAM FOR CONGRESS COMMITTEE,2700,2018,Republican,0
Todd Ricketts,Chicago Cubs,MLB,UPTON FOR ALL OF US,2700,2018,Republican,0
Todd Ricketts,Chicago Cubs,MLB,UNINTIMIDATED PAC INC,2485,2016,Republican,0
Tom Ricketts,Chicago Cubs,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Tom Werner,Boston Red Sox,MLB,UNITE THE COUNTRY,75000,2020,Democrat,0
Tom Werner,Boston Red Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2016,Bipartisan,0
Tom Werner,Boston Red Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,10000,2018,Bipartisan,0
Tom Werner,Boston Red Sox,MLB,FRIENDS OF SCHUMER,5400,2016,Democrat,0
Tom Werner,Boston Red Sox,MLB,SENATE IMPACT: TN & NV,5400,2018,Democrat,0
Tom Werner,Boston Red Sox,MLB,THE MARKEY COMMITTEE,5000,2020,Democrat,0
Tom Werner,Boston Red Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,5000,2020,Bipartisan,0
Tom Werner,Boston Red Sox,MLB,BIDEN FOR PRESIDENT,2800,2020,Democrat,0
Tom Werner,Boston Red Sox,MLB,KENNEDY FOR MASSACHUSETTS,2800,2020,Democrat,0
Tom Werner,Boston Red Sox,MLB,WIN THE ERA PAC,2800,2020,Democrat,0
Tom Werner,Boston Red Sox,MLB,HILLARY FOR AMERICA,2700,2016,Democrat,0
Tom Werner,Boston Red Sox,MLB,DODSON FOR SENATE-WYOMING FIRST INC,2700,2018,Republican,0
Tom Werner,Boston Red Sox,MLB,RUFUS GIFFORD FOR CONGRESS,2700,2018,Democrat,0
Tom Werner,Boston Red Sox,MLB,KAINE FOR VIRGINIA,2600,2016,Democrat,0
Tom Werner,Boston Red Sox,MLB,MONTANANS FOR TESTER,2500,2018,Democrat,0
Tom Werner,Boston Red Sox,MLB,JAKE AUCHINCLOSS FOR CONGRESS,2000,2020,Democrat,0
Tom Werner,Boston Red Sox,MLB,RANDY BRYCE FOR CONGRESS,1000,2018,Democrat,0
Tom Werner,Boston Red Sox,MLB,KOHL FOR CONGRESS,500,2018,Democrat,0
Tom Werner,Boston Red Sox,MLB,ACTBLUE,50,2018,Democrat,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2020,Republican,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5100,2016,Republican,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,TEAM JOSH,5000,2016,Republican,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,TEAM RYAN,2500,2016,Republican,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,2000,2016,Republican,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,1500,2018,Republican,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PROGRESS AND GROWTH PAC,1100,2020,Democrat,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,1000,2016,Republican,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,RUFUS GIFFORD FOR CONGRESS,1000,2018,Democrat,0
W. Joseph Williams Jr.,Cincinnati Reds,MLB,TEAM JOSH,400,2018,Republican,0
